"id_study","country","year","fu","follow_up_of","with_refreshers","according_to_natmed","according_to_bmi_whtr_htn","notes"
"IRN_2001_IHHP-Isfahan-rural","Iran",2001,"nonFU",,,,"nonFU",
"IRN_2001_IHHP-Isfahan-urban","Iran",2001,"nonFU",,,,"nonFU",
"IRN_2001_IHHP-Najaf_Abad-rural","Iran",2001,"nonFU",,,,"nonFU",
"IRN_2001_IHHP-Najaf_Abad-urban","Iran",2001,"nonFU",,,,"nonFU",
"IRN_2001_IHHPS-Arak-rural","Iran",2001,,,,,,
"IRN_2001_IHHPS-Arak-urban","Iran",2001,,,,,,
"IRN_2001_IHHPS-Isfahan-rural","Iran",2001,,,,,,
"IRN_2001_IHHPS-Isfahan-urban","Iran",2001,,,,,,
"IRN_2001_IHHPS-Najaf_Abad-rural","Iran",2001,,,,,,
"IRN_2001_IHHPS-Najaf_Abad-urban","Iran",2001,,,,,,
"IRN_2003_TLGS","Iran",2003,,"IRN_2000_TLGS",,,,
"IRN_2004_15364059","Iran",2004,,,,,,
"IRN_2004_CASPIAN","Iran",2004,,,,,,
"IRN_2004_PGHHS","Iran",2004,"nonFU",,,,"nonFU",
"IRN_2005_STEPS","Iran",2005,"nonFU",,,,"nonFU",
"IRN_2005_citDastgiri","Iran",2005,,,,,,
"IRN_2006_15364074","Iran",2006,,,,,,
"IRN_2006_GCSrural","Iran",2006,"nonFU",,,,"nonFU",
"IRN_2006_GCSurban","Iran",2006,"nonFU",,,,"nonFU",
"IRN_2006_STEPS","Iran",2006,"nonFU",,,,"nonFU",
"IRN_2006_TLGS","Iran",2006,,"IRN_2000_TLGS",,,,
"IRN_2007_IHHP-Arak-rural","Iran",2007,"nonFU",,,,"nonFU",
"IRN_2007_IHHP-Arak-urban","Iran",2007,"nonFU",,,,"nonFU",
"IRN_2007_IHHP-Isfahan-rural","Iran",2007,"nonFU",,,,"nonFU",
"IRN_2007_IHHP-Isfahan-urban","Iran",2007,"nonFU",,,,"nonFU",
"IRN_2007_IHHP-Najaf_Abad-rural","Iran",2007,"nonFU",,,,"nonFU",
"IRN_2007_IHHP-Najaf_Abad-urban","Iran",2007,"nonFU",,,,"nonFU",
"IRN_2007_IHHPS-Arak-rural","Iran",2007,,,,,,
"IRN_2007_IHHPS-Arak-urban","Iran",2007,,,,,,
"IRN_2007_IHHPS-Isfahan-rural","Iran",2007,,,,,,
"IRN_2007_IHHPS-Isfahan-urban","Iran",2007,,,,,,
"IRN_2007_IHHPS-Najaf_Abad-rural","Iran",2007,,,,,,
"IRN_2007_IHHPS-Najaf_Abad-urban","Iran",2007,,,,,,
"IRN_2007_STEPS-n","Iran",2007,"nonFU",,,,"nonFU",
"IRN_2007_STEPS-p","Iran",2007,"nonFU",,,,"nonFU",
"IRN_2008_STEPS","Iran",2008,"nonFU",,,,"nonFU",
"IRN_2009_STEPS","Iran",2009,"nonFU",,,,"nonFU",
"IRN_2010_CASPIAN","Iran",2010,,,,,,
"IRN_2010_PGHHS","Iran",2010,"nonFU",,,,"nonFU",
"IRN_2010_TLGS","Iran",2010,,,,,,
"IRN_2011_GCSrural","Iran",2011,"FU","No","No",,"FU",
"IRN_2011_GCSurban","Iran",2011,"FU","No","No",,"FU",
"IRN_2011_STEPS","Iran",2011,"nonFU",,,,"nonFU",
"IRN_2011_YES","Iran",2011,,,,,,
"IRN_2012_Amolrural","Iran",2012,"nonFU",,,,"nonFU",
"IRN_2012_Amolurban","Iran",2012,"nonFU",,,,"nonFU",
"IRN_2012_CASPIAN","Iran",2012,,,,,,
"IRN_2012_NIMS2","Iran",2012,,,,,,
"IRN_2012_Tehran","Iran",2012,"nonFU",,,,"nonFU",
"IRN_2013_PCS","Iran",2013,"nonFU",,,,"nonFU",
"IRN_2013_TLGS","Iran",2013,,"IRN_2000_TLGS",,,,
"IRN_2013_Zahedan","Iran",2013,"nonFU",,,,"nonFU",
"IRN_2014_BEHP","Iran",2014,"nonFU",,,,"nonFU",
"IRN_2014_GES","Iran",2014,"nonFU",,"nonFU","nonFU","nonFU",
"IRN_2014_ISS","Iran",2014,,,,,,
"IRN_2015_CASPIAN","Iran",2015,,,,,,
"IRN_2015_Fasarural","Iran",2015,"nonFU",,,,"nonFU",
"IRN_2015_Fasaurban","Iran",2015,"nonFU",,,,"nonFU",
"IRN_2015_Guilanrural","Iran",2015,"nonFU",,,,"nonFU",
"IRN_2015_Guilanurban","Iran",2015,"nonFU",,,,"nonFU",
"IRN_2015_ISMD","Iran",2015,,,,,,
"IRN_2015_Kermanshahrural","Iran",2015,"nonFU",,,,"nonFU",
"IRN_2015_Kermanshahurban","Iran",2015,"nonFU",,,,"nonFU",
"IRN_2015_Kharamehrural","Iran",2015,"nonFU",,,,"nonFU",
"IRN_2015_Kharamehurban","Iran",2015,"nonFU",,,,"nonFU",
"IRN_2015_Tabrizrural","Iran",2015,"nonFU",,,,"nonFU",
"IRN_2015_Tabrizurban","Iran",2015,"nonFU",,,,"nonFU",
"IRN_2015_YaHS","Iran",2015,,,,,,
"IRN_2016_Mazandaranrural","Iran",2016,"nonFU",,,,"nonFU",
"IRN_2016_Mazandaranurban","Iran",2016,"nonFU",,,,"nonFU",
"IRN_2016_Rafsanjanrural","Iran",2016,"nonFU",,,,"nonFU",
"IRN_2016_Rafsanjanurban","Iran",2016,"nonFU",,,,"nonFU",
"IRN_2016_STEPS","Iran",2016,"nonFU",,"nonFU","nonFU","nonFU",
"IRN_2016_TLGS","Iran",2016,,"IRN_2000_TLGS",,,,
"IRN_2016_Yazd","Iran",2016,"nonFU",,,,"nonFU",
"IRN_2017_Ahvazrural","Iran",2017,"nonFU",,,,"nonFU",
"IRN_2017_Ahvazurban","Iran",2017,"nonFU",,,,"nonFU",
"IRN_2017_BandarKongrural","Iran",2017,"nonFU",,,,"nonFU",
"IRN_2017_BandarKongurban","Iran",2017,"nonFU",,,,"nonFU",
"IRN_2017_IRCAP","Iran",2017,,,,,,
"IRN_2017_Urmiarural","Iran",2017,"nonFU",,,,"nonFU",
"IRN_2017_Urmiaurban","Iran",2017,"nonFU",,,,"nonFU",
"IRN_2017_Zahedan","Iran",2017,"nonFU",,,,"nonFU",
"IRN_2018_Ardabil","Iran",2018,"nonFU",,,,"nonFU",
"IRN_2018_Denarural","Iran",2018,"nonFU",,,,"nonFU",
"IRN_2018_Denaurban","Iran",2018,"nonFU",,,,"nonFU",
"IRN_2018_Kavar","Iran",2018,"nonFU",,,,"nonFU",
"IRN_2018_Khoozestan","Iran",2018,"nonFU",,,,"nonFU",
"IRN_2018_Nelsa","Iran",2018,"nonFU",,,,"nonFU",
"IRN_2018_Sabzevar","Iran",2018,"nonFU",,,,"nonFU",
"IRN_2018_Shahrekordrural","Iran",2018,"nonFU",,,,"nonFU",
"IRN_2018_Shahrekordurban","Iran",2018,"nonFU",,,,"nonFU",
"IRN_2018_easterniran","Iran",2018,"nonFU",,,,"nonFU",
"IRN_2019_BEHS","Iran",2019,,"No",,,,
"IRN_2019_Dehgolan","Iran",2019,"nonFU",,,,"nonFU",
"IRN_2020_TLGS","Iran",2020,,"IRN_2000_TLGS",,,,
"IRN_2021_STEPS","Iran",2021,"nonFU",,"nonFU","nonFU","nonFU",
"IRQ_2006_STEPS","Iraq",2006,,,,,,
"IRQ_2014_SlemaniSecondary","Iraq",2014,,,,,,
"IRQ_2015_STEPS","Iraq",2015,"nonFU",,,,"nonFU",
"ISL_1980_RVKSTM","Iceland",1980,,,,,,
"ISL_1983_MONICA-Arnes","Iceland",1983,,,,,,
"ISL_1983_MONICA-Reyk","Iceland",1983,,,,,,
"ISL_1983_RVKSTW","Iceland",1983,,,,,,
"ISL_1984_YRVKST","Iceland",1984,,,,,,
"ISL_1985_INTERSALT","Iceland",1985,,,,,,
"ISL_1986_RVKSTM","Iceland",1986,,,,,,
"ISL_1989_MONICA-Arnes","Iceland",1989,,,,,,
"ISL_1989_MONICA-Reyk","Iceland",1989,,,,,,
"ISL_1989_RVKSTW","Iceland",1989,,,,,,
"ISL_1993_MONICA-Arnes","Iceland",1993,,,,,,
"ISL_1993_MONICA-Reyk","Iceland",1993,,,,,,
"ISL_1993_RVKSTM","Iceland",1993,,,,,,
"ISL_1995_RVKSTW","Iceland",1995,,,,,,
"ISL_2002_YRVKST","Iceland",2002,,,,,,
"ISL_2004_AGES","Iceland",2004,,,,,,
"ISL_2008_REFINE","Iceland",2008,,,,,,
"ISL_2009_AGESII","Iceland",2009,,,,,,
"ISL_2011_REFINELO","Iceland",2011,,,,,,
"ISL_2013_REFLOCT","Iceland",2013,,,,,,
"ISR_1977_CON","Israel",1977,,,,,,
"ISR_1982_CON","Israel",1982,,,,,,
"ISR_1986_MONICA-TELa","Israel",1986,,,,,,
"ISR_1987_CON","Israel",1987,,,,,,
"ISR_1991_JLCS","Israel",1991,,,,,,
"ISR_1992_CON","Israel",1992,,,,,,
"ISR_1997_CON","Israel",1997,,,,,,
"ISR_1998_JLCS","Israel",1998,,,,,,
"ISR_2000_MABAT","Israel",2000,,,,,,
"ISR_2002_CON","Israel",2002,,,,,,
"ISR_2002_GOH","Israel",2002,"nonFU",,,,"nonFU",
"ISR_2003_MABATY","Israel",2003,,,,,,
"ISR_2005_HDS","Israel",2005,"nonFU",,,,"nonFU",
"ISR_2006_JLCS","Israel",2006,,,,,,
"ISR_2006_ZAHAV","Israel",2006,,,,,,
"ISR_2007_CON","Israel",2007,,,,,,
"ISR_2011_JLCS","Israel",2011,,,,,,
"ISR_2012_CON","Israel",2012,,,,,,
"ISR_2015_HDS","Israel",2015,,,,,,
"ISR_2015_MABAT","Israel",2015,,,,,,
"ISR_2015_MABATY","Israel",2015,,,,,,
"ISR_2015_ZAHAV","Israel",2015,,,,,,
"ISR_2016_JLCS","Israel",2016,,,,,,
"ISR_2016_MABATrural","Israel",2016,,,,,,
"ISR_2016_MABATurban","Israel",2016,,,,,,
"ISR_2017_CON","Israel",2017,,,,,,
"ISR_2019_COSI5","Israel",2019,,,,,,
"ISR_2023_COSI6","Israel",2023,,,,,,
"ITA_1981_PoDelta","Italy",1981,,,,,,
"ITA_1984_Gubbio","Italy",1984,,,,,,
"ITA_1984_MATISS","Italy",1984,,,,,,
"ITA_1984_MONICA-Latina","Italy",1984,,,,,,
"ITA_1985_FINE","Italy",1985,,,,,,
"ITA_1985_INTERSALT-Naples","Italy",1985,,,,,,
"ITA_1986_INTERSALT-Bassiano","Italy",1986,,,,,,
"ITA_1986_INTERSALT-Mirano","Italy",1986,,,,,,
"ITA_1986_MONICA-FRIa","Italy",1986,,,,,,
"ITA_1987_MATISS","Italy",1987,,,,,,
"ITA_1987_MONICAbrianza","Italy",1987,,,,,,
"ITA_1987_PISA","Italy",1987,,,,,,
"ITA_1989_MONICA-FRIa","Italy",1989,,,,,,
"ITA_1989_VHS","Italy",1989,,,,,,
"ITA_1990_BRUNECKstudy","Italy",1990,"nonFU",,,,"nonFU",
"ITA_1990_MONICAbrianza","Italy",1990,,,,,,
"ITA_1990_PoDelta","Italy",1990,,,,,,
"ITA_1991_FINE","Italy",1991,,,,,,
"ITA_1991_Gubbio","Italy",1991,"nonFU",,,,"nonFU",
"ITA_1992_PISA","Italy",1992,,,,,,
"ITA_1993_ILSA","Italy",1993,,,,,,
"ITA_1994_MATISS","Italy",1994,"nonFU",,,,"nonFU",
"ITA_1994_MONICA-FRIa","Italy",1994,,,,,,
"ITA_1994_MONICAbrianza","Italy",1994,,,,,,
"ITA_1995_10380344","Italy",1995,,,,,,
"ITA_1995_BRUNECKstudy","Italy",1995,,,,,,
"ITA_1996_EPICflorence","Italy",1996,"nonFU",,,,"nonFU",
"ITA_1996_Friuli","Italy",1996,"nonFU",,,,"nonFU",
"ITA_1996_ILSA","Italy",1996,,,,,,
"ITA_1997_PROVA","Italy",1997,,,,,,
"ITA_1998_10380456","Italy",1998,,,,,,
"ITA_1999_10380346","Italy",1999,,,,,,
"ITA_1999_VIP","Italy",1999,"nonFU",,,,"nonFU",
"ITA_2000_BRUNECKstudy","Italy",2000,"nonFU",,"nonFU","nonFU",,
"ITA_2000_OEC","Italy",2000,"nonFU",,,,"nonFU",
"ITA_2000_SoNIA","Italy",2000,,,,,,
"ITA_2001_ILSA","Italy",2001,,,,,,
"ITA_2001_SoNIA","Italy",2001,,,,,,
"ITA_2002_ASTI","Italy",2002,"nonFU",,,,"nonFU",
"ITA_2002_PROVA","Italy",2002,,,,,,
"ITA_2003_EMAS","Italy",2003,"nonFU",,,,"nonFU",
"ITA_2003_SoNIA","Italy",2003,,,,,,
"ITA_2004_Gubbio","Italy",2004,,,,,,
"ITA_2004_PROVA","Italy",2004,,,,,,
"ITA_2005_BRUNECKstudy","Italy",2005,"FU","ITA_2000_BRUNECKstudy","No","FU","FU",
"ITA_2005_IPREA","Italy",2005,,,,,,
"ITA_2005_Vobarno","Italy",2005,,,,,,
"ITA_2006_CLP","Italy",2006,,,,,,
"ITA_2006_MOLIF","Italy",2006,"nonFU",,,,"nonFU",
"ITA_2007_HELENA","Italy",2007,,,,,,
"ITA_2008_COSI1","Italy",2008,,,,,,
"ITA_2008_EMAS","Italy",2008,"FU","No","No",,"FU",
"ITA_2008_MAREA","Italy",2008,,,,,,
"ITA_2008_Moli","Italy",2008,"nonFU",,,,"nonFU",
"ITA_2009_IDEFICS","Italy",2009,,,,,,
"ITA_2009_VIP","Italy",2009,"nonFU",,,,"nonFU",
"ITA_2009_ZOOM8","Italy",2009,,,,,,
"ITA_2010_BRUNECKstudy","Italy",2010,"FU","ITA_2005_BRUNECKstudy","No","FU","FU",
"ITA_2010_COSI2","Italy",2010,,,,,,
"ITA_2010_OEC","Italy",2010,"nonFU",,,,"nonFU",
"ITA_2010_PISA","Italy",2010,,,,,,
"ITA_2010_citGrosso","Italy",2010,,,,,,
"ITA_2011_CAMELIA","Italy",2011,"nonFU",,,,"nonFU",
"ITA_2011_CONVERGI","Italy",2011,,,,,,
"ITA_2011_citGrosso-rural","Italy",2011,,,,,,
"ITA_2011_citGrosso-urban","Italy",2011,,,,,,
"ITA_2012_ALIADO","Italy",2012,,,,,,
"ITA_2012_COSI3","Italy",2012,,,,,,
"ITA_2012_Vobarno","Italy",2012,,,,,,
"ITA_2013_citGrosso","Italy",2013,,,,,,
"ITA_2014_OKkio","Italy",2014,,,,,,
"ITA_2015_BRUNECKstudy","Italy",2015,"FU","ITA_2010_BRUNECKstudy","No","FU",,
"ITA_2015_MEAL","Italy",2015,,,,,,
"ITA_2016_COSI4","Italy",2016,,,,,,
"ITA_2016_EVA","Italy",2016,,,,,,
"ITA_2018_VIP","Italy",2018,"nonFU",,,,"nonFU",
"ITA_2019_COSI5","Italy",2019,,,,,,
"ITA_2019_CUOREHES","Italy",2019,"nonFU",,,,"nonFU",
"ITA_2019_Moli","Italy",2019,"nonFU",,,,"nonFU",
"ITA_2023_COSI6","Italy",2023,,,,,,
"JAM_1993_7388023","Jamaica",1993,,,,,,
"JAM_1995_7388002","Jamaica",1995,,,,,,
"JAM_1998_OCJE","Jamaica",1998,,,,,,
"JAM_2001_JHLS","Jamaica",2001,"nonFU",,,,"nonFU",
"JAM_2005_JYRBS","Jamaica",2005,,,,,,
"JAM_2007_JYRRBS","Jamaica",2007,,,,,,
"JAM_2008_JHLS","Jamaica",2008,"nonFU",,,,"nonFU",
"JAM_2010_GSHS","Jamaica",2010,,,,,,
"JAM_2012_OPJ","Jamaica",2012,,,,,,
"JAM_2017_JHLS","Jamaica",2017,"nonFU",,"nonFU","nonFU","nonFU",
"JAM_2023_GSHS","Jamaica",2023,,,,,,
"JOR_1995_15400012","Jordan",1995,,,,,,
"JOR_1997_DHS","Jordan",1997,,,,,,
"JOR_2002_DHS","Jordan",2002,,,,,,
"JOR_2004_15400102","Jordan",2004,,,,,,
"JOR_2004_BRFSS","Jordan",2004,"nonFU",,,,"nonFU",
"JOR_2007_BRFSS","Jordan",2007,"nonFU",,,,"nonFU",
"JOR_2007_DHS","Jordan",2007,,,,,,
"JOR_2009_DHS","Jordan",2009,,,,,,
"JOR_2009_MAVDS","Jordan",2009,"nonFU",,,,"nonFU",
"JOR_2012_DHS","Jordan",2012,,,,,,
"JOR_2015_JordanSchoolsrural","Jordan",2015,,,,,,
"JOR_2015_JordanSchoolsurban","Jordan",2015,,,,,,
"JOR_2016_NCDDS","Jordan",2016,"nonFU",,"nonFU","nonFU","nonFU",
"JOR_2018_DHS","Jordan",2018,,,,,,
"JOR_2019_AmmanSchools","Jordan",2019,,,,,,
"JOR_2019_JNMNS","Jordan",2019,,,,,,
"JOR_2019_JNMNSw","Jordan",2019,,,,,,
"JOR_2019_STEPS","Jordan",2019,"nonFU",,,,"nonFU",
"JOR_2022_JPFCS","Jordan",2022,,,,,,
"JOR_2023_DHS","Jordan",2023,,,,,,
"JOR_2025_STEPS","Jordan",2025,,"No",,,,
"JPN_1977_NNS","Japan",1977,,,,,,
"JPN_1978_NNS","Japan",1978,,,,,,
"JPN_1979_NNS","Japan",1979,,,,,,
"JPN_1980_NNS","Japan",1980,,,,,,
"JPN_1981_APCSC-Aito","Japan",1981,,,,,,
"JPN_1981_NNS","Japan",1981,,,,,,
"JPN_1982_NNS","Japan",1982,,,,,,
"JPN_1983_NNS","Japan",1983,,,,,,
"JPN_1984_NNS","Japan",1984,,,,,,
"JPN_1985_INTERSALT-Osaka","Japan",1985,,,,,,
"JPN_1985_INTERSALT-Tochigi","Japan",1985,,,,,,
"JPN_1985_INTERSALT-Toyama","Japan",1985,,,,,,
"JPN_1985_NNS","Japan",1985,,,,,,
"JPN_1986_APCSC-Akabane","Japan",1986,,,,,,
"JPN_1986_NNS","Japan",1986,,,,,,
"JPN_1987_APCSC-Konan","Japan",1987,,,,,,
"JPN_1987_NNS","Japan",1987,,,,,,
"JPN_1988_APCSC-Konan","Japan",1988,,,,,,
"JPN_1988_HiS","Japan",1988,,,,,,
"JPN_1988_NNS","Japan",1988,,,,,,
"JPN_1989_1392901","Japan",1989,,,,,,
"JPN_1989_APCSC-Konan","Japan",1989,,,,,,
"JPN_1989_NNS","Japan",1989,,,,,,
"JPN_1990_APCSC-Konan","Japan",1990,,,,,,
"JPN_1990_NNS","Japan",1990,,,,,,
"JPN_1991_APCSC-Konan","Japan",1991,,,,,,
"JPN_1991_APCSC-Shigaraki","Japan",1991,,,,,,
"JPN_1991_NNS","Japan",1991,,,,,,
"JPN_1992_APCSC-Konan","Japan",1992,,,,,,
"JPN_1992_APCSC-Shigaraki","Japan",1992,,,,,,
"JPN_1992_JPHC1","Japan",1992,,,,,,
"JPN_1992_NNS","Japan",1992,,,,,,
"JPN_1993_APCSC-Konan","Japan",1993,,,,,,
"JPN_1993_APCSC-Shigaraki","Japan",1993,,,,,,
"JPN_1993_Iwata","Japan",1993,,,,,,
"JPN_1993_NNS","Japan",1993,,,,,,
"JPN_1994_1392059","Japan",1994,,,,,,
"JPN_1994_APCSC-Konan","Japan",1994,,,,,,
"JPN_1994_APCSC-Shigaraki","Japan",1994,,,,,,
"JPN_1994_Iwata","Japan",1994,,,,,,
"JPN_1994_JPHC2","Japan",1994,,,,,,
"JPN_1994_NNS","Japan",1994,,,,,,
"JPN_1995_APCSC-Konan","Japan",1995,,,,,,
"JPN_1995_APCSC-Shigaraki","Japan",1995,,,,,,
"JPN_1995_Iwata","Japan",1995,,,,,,
"JPN_1995_NNS","Japan",1995,,,,,,
"JPN_1996_APCSC-Shigaraki","Japan",1996,,,,,,
"JPN_1996_Iwata","Japan",1996,,,,,,
"JPN_1996_NNS","Japan",1996,,,,,,
"JPN_1997_APCSC-Shigaraki","Japan",1997,,,,,,
"JPN_1997_INTERMAP-AitoTown","Japan",1997,,,,,,
"JPN_1997_Iwata","Japan",1997,,,,,,
"JPN_1997_NNS","Japan",1997,,,,,,
"JPN_1998_INTERMAP-Sapporo","Japan",1998,,,,,,
"JPN_1998_INTERMAP-Toyama","Japan",1998,,,,,,
"JPN_1998_INTERMAP-Wakayama","Japan",1998,,,,,,
"JPN_1998_Iwata","Japan",1998,,,,,,
"JPN_1998_NNS","Japan",1998,,,,,,
"JPN_1998_Niigata","Japan",1998,,,,,,
"JPN_1999_1392060","Japan",1999,,,,,,
"JPN_1999_Iwata","Japan",1999,,,,,,
"JPN_1999_NNS","Japan",1999,,,,,,
"JPN_1999_Niigata","Japan",1999,,,,,,
"JPN_2000_Iwata","Japan",2000,,,,,,
"JPN_2000_NNS","Japan",2000,,,,,,
"JPN_2000_Niigata","Japan",2000,,,,,,
"JPN_2001_Iwata","Japan",2001,,,,,,
"JPN_2001_JAHSD","Japan",2001,,,,,,
"JPN_2001_NNS","Japan",2001,,,,,,
"JPN_2001_Niigata","Japan",2001,,,,,,
"JPN_2002_Iwata","Japan",2002,,,,,,
"JPN_2002_NNS","Japan",2002,,,,,,
"JPN_2002_Niigata","Japan",2002,,,,,,
"JPN_2003_HiS","Japan",2003,,,,,,
"JPN_2003_Iwata","Japan",2003,,,,,,
"JPN_2003_NHNS","Japan",2003,,,,,,
"JPN_2003_Niigata","Japan",2003,,,,,,
"JPN_2004_Iwata","Japan",2004,,,,,,
"JPN_2004_NHNS","Japan",2004,,,,,,
"JPN_2004_Niigata","Japan",2004,,,,,,
"JPN_2005_Iwata","Japan",2005,,,,,,
"JPN_2005_NHNS","Japan",2005,,,,,,
"JPN_2005_Niigata","Japan",2005,,,,,,
"JPN_2006_Iwata","Japan",2006,,,,,,
"JPN_2006_NHNS","Japan",2006,,,,,,
"JPN_2006_Niigata","Japan",2006,,,,,,
"JPN_2007_Fukori","Japan",2007,,,,,,
"JPN_2007_Iwata","Japan",2007,,,,,,
"JPN_2007_NHNS","Japan",2007,,,,,,
"JPN_2007_Niigata","Japan",2007,,,,,,
"JPN_2008_1392061","Japan",2008,,,,,,
"JPN_2008_Fukori","Japan",2008,,,,,,
"JPN_2008_Iwata","Japan",2008,,,,,,
"JPN_2008_MEXT","Japan",2008,,,,,,
"JPN_2008_NHNS","Japan",2008,,,,,,
"JPN_2008_Niigata","Japan",2008,,,,,,
"JPN_2009_Fukori","Japan",2009,,,,,,
"JPN_2009_MEXT","Japan",2009,,,,,,
"JPN_2009_NHNS","Japan",2009,,,,,,
"JPN_2010_Fukori","Japan",2010,,,,,,
"JPN_2010_MEXT","Japan",2010,,,,,,
"JPN_2010_NHNS","Japan",2010,,,,,,
"JPN_2011_Fukori","Japan",2011,,,,,,
"JPN_2011_MEXT","Japan",2011,,,,,,
"JPN_2011_NHNS","Japan",2011,,,,,,
"JPN_2011_THSAD","Japan",2011,,,,,,
"JPN_2012_Fukori","Japan",2012,,,,,,
"JPN_2012_MEXT","Japan",2012,,,,,,
"JPN_2012_NHNS","Japan",2012,,,,,,
"JPN_2013_Awaji","Japan",2013,,,,,,
"JPN_2013_Fukori","Japan",2013,,,,,,
"JPN_2013_MEXT","Japan",2013,,,,,,
"JPN_2013_NHNS","Japan",2013,,,,,,
"JPN_2014_Awaji","Japan",2014,,,,,,
"JPN_2014_MEXT","Japan",2014,,,,,,
"JPN_2014_NHNS","Japan",2014,,,,,,
"JPN_2014_NHS","Japan",2014,"nonFU",,,,"nonFU",
"JPN_2014_Nagahama","Japan",2014,,,,,,
"JPN_2015_Awaji","Japan",2015,,,,,,
"JPN_2015_MEXT","Japan",2015,,,,,,
"JPN_2015_NHNS","Japan",2015,,,,,,
"JPN_2016_MEXT","Japan",2016,,,,,,
"JPN_2016_NHNS","Japan",2016,,,,,,
"JPN_2017_MEXT","Japan",2017,,,,,,
"JPN_2017_NHNS","Japan",2017,,,,,,
"JPN_2017_ShizuokaKDB","Japan",2017,,,,,,
"JPN_2017_THSAD","Japan",2017,,,,,,
"JPN_2018_HiS","Japan",2018,,,,,,
"JPN_2018_MEXT","Japan",2018,,,,,,
"JPN_2018_NHNS","Japan",2018,,,,,,
"JPN_2019_MEXT","Japan",2019,,,,,,
"JPN_2019_NHNS","Japan",2019,,,,,,
"JPN_2020_MEXT","Japan",2020,,,,,,
"JPN_2021_MEXT","Japan",2021,,,,,,
"JPN_2022_MEXT","Japan",2022,,,,,,
"JPN_2023_MEXT","Japan",2023,,,,,,
"JPN_2024_MEXT","Japan",2024,,,,,,
"KAZ_1985_2398006","Kazakhstan",1985,,,,,,
"KAZ_1995_DHS","Kazakhstan",1995,,,,,,
"KAZ_1999_DHS","Kazakhstan",1999,,,,,,
"KAZ_2012_HHS","Kazakhstan",2012,"nonFU",,,,"nonFU",
"KAZ_2015_Almaty","Kazakhstan",2015,"nonFU",,,,"nonFU",
"KAZ_2015_Shymkent","Kazakhstan",2015,"nonFU",,,,"nonFU",
"KAZ_2016_Aktobe","Kazakhstan",2016,"nonFU",,,,"nonFU",
"KAZ_2016_COSI4","Kazakhstan",2016,,,,,,
"KAZ_2019_Karaganda","Kazakhstan",2019,"nonFU",,"nonFU","nonFU","nonFU",
"KAZ_2019_Semey","Kazakhstan",2019,,,,,,
"KAZ_2020_COSI5","Kazakhstan",2020,,,,,,
"KAZ_2022_COSI6","Kazakhstan",2022,,,,,,
"KAZ_2022_PRFNCD","Kazakhstan",2022,,"No",,,,
"KEN_1985_INTERSALT","Kenya",1985,,,,,,
"KEN_1993_DHS","Kenya",1993,,,,,,
"KEN_1998_DHS","Kenya",1998,,,,,,
"KEN_2003_DHS","Kenya",2003,,,,,,
"KEN_2009_DHS","Kenya",2009,,,,,,
"KEN_2011_KNMS","Kenya",2011,,,,,,
"KEN_2012_ISCOLE","Kenya",2012,,,,,,
"KEN_2014_DHS","Kenya",2014,,,,,,
"KEN_2015_STEPS","Kenya",2015,"nonFU",,,,"nonFU",
"KEN_2016_KIHBS","Kenya",2016,,,,,,
"KEN_2018_viwandani","Kenya",2018,,,,,,
"KEN_2022_DHS","Kenya",2022,,,,,,
"KGZ_1993_Povertysurvey","Kyrgyzstan",1993,"nonFU",,,,"nonFU",
"KGZ_1997_DHS","Kyrgyzstan",1997,,,,,,
"KGZ_2007_KIHS","Kyrgyzstan",2007,,,,,,
"KGZ_2012_DHS","Kyrgyzstan",2012,,,,,,
"KGZ_2013_STEPS","Kyrgyzstan",2013,"nonFU",,,,"nonFU",
"KGZ_2015_KIHS","Kyrgyzstan",2015,,,,,,
"KGZ_2016_COSI4","Kyrgyzstan",2016,,,,,,
"KGZ_2021_NIMAS","Kyrgyzstan",2021,,,,,,
"KGZ_2023_COSI6","Kyrgyzstan",2023,,,,,,
"KGZ_2023_STEPS","Kyrgyzstan",2023,,"No",,,,
"KHM_2000_DHS","Cambodia",2000,,,,,,
"KHM_2005_DHS","Cambodia",2005,,,,,,
"KHM_2008_CAS","Cambodia",2008,,,,,,
"KHM_2010_DHS","Cambodia",2010,,,,,,
"KHM_2010_STEPS","Cambodia",2010,"nonFU",,,,"nonFU",
"KHM_2014_DHS","Cambodia",2014,,,,,,
"KHM_2016_STEPS","Cambodia",2016,,"No",,,,
"KHM_2022_DHS","Cambodia",2022,,,,,,
"KHM_2023_STEPS","Cambodia",2023,"nonFU",,,,"nonFU",
"KIR_1981_ESK_rural","Kiribati",1981,,,,,,
"KIR_1981_ESK_urban","Kiribati",1981,,,,,,
"KIR_2004_STEPS","Kiribati",2004,"nonFU",,,,"nonFU",
"KIR_2011_GSHS","Kiribati",2011,,,,,,
"KIR_2016_STEPS","Kiribati",2016,"nonFU",,,,"nonFU",
"KIR_2024_STEPS","Kiribati",2024,,"No",,,,
"KNA_2007_STEPS","Saint Kitts and Nevis",2007,"nonFU",,,,"nonFU",
"KNA_2011_GSHS","Saint Kitts and Nevis",2011,,,,,,
"KOR_1986_INTERSALT","South Korea",1986,,,,,,
"KOR_1990_1410039","South Korea",1990,,,,,,
"KOR_1993_1410002","South Korea",1993,,,,,,
"KOR_1998_KNHANES","South Korea",1998,"nonFU",,,,"nonFU",
